ack,androidID,appName,atHome,currAct,delayTimeInSeconds,goal_alignment,interventionType,kss,pid,rshci1,rshci2,rshci3,rshci4,rshci5,sam,satisfaction,sense_of_agency,sideActivity,situation,stress,timestamp,useful_in_situation
true,fc9a6b44b4eeb6fd,YouTube,true,-3,25,5,Vibration,5,62d159b0e1b591ec1e8e27c8,2,2,2,2,3,3,5,3,No,friends,1,Mar 8 15:42:31,4
true,84d578de49e75bcc,Facebook,true,-2,162,5,Vibration,4,5a6d5ae19d65ec00017e9bae,5,4,4,4,4,4,3,6,No,alone,1,Mar 22 14:06:32,5
true,ec4eb3b8988e5dfd,,true,-2,0,1,Pop-Up,4,62fd14d7b1e0729dc8aadb79,4,4,4,4,4,3,4,4,No,alone,4,Feb 23 08:27:01,2
true,d4bc23e63dbda297,TikTok,true,-3,35,3,SpotOverlay,7,6750bac54816fc7028a10a46,5,4,5,3,4,3,3,3,No,alone,0,Apr 2 00:42:52,1
true,f7e8cd99fdc08f02,YouTube,true,-3,19,4,Vibration,1,67366fdf3695cee0c68c6339,5,5,5,5,5,2,3,4,No,alone,7,Mar 2 13:36:17,5
true,78e6da1213a27a09,TikTok,true,-1,84,3,SpotOverlay,6,66eddcfe67e927db6f0a4768,4,4,4,3,5,4,5,5,No,alone,3,Feb 25 21:14:53,4
true,1c978d5449159b70,Instagram,true,0,87,4,Vibration,3,67a3c5e78c483a6d93114bb5,5,5,5,2,2,4,4,4,No,alone,1,Apr 5 17:52:55,4
true,ed14d957718ea4a9,Facebook,true,2,27,5,Vibration,8,6654ec982cb90af6e8bc7219,4,5,4,4,4,4,5,6,Yes,alone,7,Apr 1 11:17:26,5
true,6a599f3a1eb037fe,,true,-3,0,4,SpotOverlay,1,6600a119385d8631c41cd795,3,4,3,2,2,4,4,3,No,alone,0,Mar 18 22:57:45,3
true,cdc8c1f09a2ed560,YouTube,true,-1,56,1,SpotOverlay,4,674fd5c48fbde512501db186,5,5,5,5,5,4,1,7,No,alone,1,Mar 21 09:38:39,1
true,6ac766ec0787d32b,,true,1,109,7,SpotOverlay,6,63d1957ba19644f6c749c001,2,3,3,1,2,5,7,3,Yes,alone,1,Mar 20 12:00:00,7
true,f9889e2e24552c95,YouTube,true,3,228,1,Vibration,3,5dc0e5d927d0520845f47856,5,5,5,5,5,1,1,3,Yes,alone,3,Apr 4 22:14:39,1
true,1c978d5449159b70,,true,0,3,4,SpotOverlay,3,67a3c5e78c483a6d93114bb5,3,3,3,3,3,4,4,4,No,alone,3,Mar 14 18:33:00,4
true,3723794c47330640,TikTok,true,-3,183,3,Vibration,1,60fce0fcf9abe7218c789734,5,5,5,5,5,4,4,7,No,alone,0,Apr 6 08:32:50,2
true,d4bc23e63dbda297,Instagram,true,-3,0,4,Pop-Up,6,6750bac54816fc7028a10a46,4,4,4,4,4,4,4,4,No,alone,0,Mar 21 22:29:11,2
true,f150caba3cf5c49b,Facebook,true,-3,23,5,Vibration,6,5d5407dc922257000153657f,4,4,2,4,4,3,3,4,Yes,friends,4,Mar 9 20:55:56,5
true,69138480c14b881f,TikTok,true,-2,326,4,Pop-Up,6,67157464ac9c6c542caac3c7,3,4,3,4,4,3,4,3,No,friends,2,Feb 27 23:48:27,5
true,ea4a3cb381a8a56b,TikTok,true,-3,2,1,Pop-Up,6,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,1,1,No,friends,2,Mar 24 05:58:19,1
true,0973376f433ebd68,Facebook,true,1,44,5,Vibration,8,63d7d315ebf6c98c92c2a7a1,4,2,2,2,2,4,4,4,No,alone,2,Apr 8 02:04:53,5
true,88a93125aa78b8f6,TikTok,true,-3,34,4,SpotOverlay,7,66be3ed60ce8896e4feb1003,3,4,5,3,4,4,2,3,Yes,alone,0,Mar 1 22:17:19,3
true,ec4eb3b8988e5dfd,YouTube,true,2,0,5,Vibration,2,62fd14d7b1e0729dc8aadb79,4,4,4,3,4,3,5,2,Yes,alone,5,Feb 28 15:45:39,5
true,047812db3945bdca,,true,3,0,7,SpotOverlay,7,661fde173a4e7fbc73fd8367,5,5,5,5,5,5,7,7,Yes,alone,7,Feb 28 11:31:16,7
true,047812db3945bdca,Facebook,true,-3,20,6,Vibration,5,661fde173a4e7fbc73fd8367,2,2,2,2,4,5,7,7,Yes,friends,4,Feb 26 17:50:16,6
true,fa0f6cefd27f5c39,Instagram,true,-3,16,1,Pop-Up,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Feb 27 02:21:55,1
true,1c978d5449159b70,,true,0,0,4,Pop-Up,3,67a3c5e78c483a6d93114bb5,4,4,4,3,3,3,4,4,Yes,alone,1,Apr 2 15:14:47,4
true,a4a362639690718a,Facebook,true,-2,23,4,Pop-Up,6,66293ce3dba0764775195e58,4,4,3,4,4,4,6,6,No,alone,3,Mar 16 23:59:48,5
true,3219a95a52ce3a57,TikTok,true,2,4,7,Pop-Up,4,5ef39c45c154ff120c5e84b8,3,3,3,3,3,3,7,7,Yes,alone,4,Mar 15 06:06:31,7
true,f4ff9d496a136e10,InfiniteScape,true,-3,2,3,Pop-Up,1,5edeea354d54cb1a825aa8f9,4,4,4,4,4,2,2,2,Yes,friends,3,Feb 24 22:48:21,2
true,ed14d957718ea4a9,,true,3,0,1,Pop-Up,9,6654ec982cb90af6e8bc7219,5,5,5,4,4,4,3,6,Yes,alone,8,Apr 2 09:19:15,2
true,6ec5b6bd66b39883,Facebook,true,-2,12,4,Pop-Up,4,676749381fe84453ec46e9b8,2,2,2,2,2,4,6,5,No,friends,2,Mar 12 19:39:12,5
true,0973376f433ebd68,Facebook,true,0,144,4,SpotOverlay,7,63d7d315ebf6c98c92c2a7a1,4,4,2,4,2,3,2,2,No,alone,1,Apr 5 03:17:52,3
true,4f6528cad7d22ddf,TikTok,true,0,54,4,SpotOverlay,7,67461d8bda44253bd6e2d689,3,3,4,3,3,4,4,4,No,alone,3,Feb 25 22:04:18,5
true,00d791c49668d482,Facebook,true,-3,50,7,SpotOverlay,9,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,5,7,7,Yes,alone,0,Apr 1 22:14:36,7
true,a5b1c6388c43a0ad,YouTube,true,-3,405,5,Pop-Up,7,5928df79366dc80001d0b788,3,4,2,3,3,4,6,6,No,alone,2,Mar 1 09:02:38,6
true,00d791c49668d482,,true,-3,10,1,Vibration,2,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,1,1,1,Yes,alone,7,Apr 4 11:45:55,1
true,df439157e98b4b63,TikTok,true,-3,1384,7,Pop-Up,3,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,1,Apr 3 00:25:49,7
true,fc9a6b44b4eeb6fd,TikTok,true,-3,190,5,Vibration,3,62d159b0e1b591ec1e8e27c8,2,2,2,2,3,3,4,4,Yes,friends,1,Mar 1 20:24:10,3
true,6ec5b6bd66b39883,Facebook,true,-2,166,3,SpotOverlay,5,676749381fe84453ec46e9b8,4,4,4,3,3,3,3,2,No,friends,3,Mar 16 10:32:47,2
true,dccc335ee828b784,Facebook,true,2,51,5,SpotOverlay,8,6736aaf79268c6121b012a63,4,4,4,4,4,3,5,4,No,alone,2,Feb 27 00:27:27,5
true,c24b8cfdc4eab9a8,YouTube,true,1,57,1,Pop-Up,7,5b68c9eb87af310001584803,5,5,5,5,5,4,1,1,No,alone,0,Mar 9 20:11:22,1
true,e2a5a2b88607aafa,,false,0,0,1,SpotOverlay,3,660ff598a3391e9b7d8feab4,5,5,5,5,5,3,1,2,Yes,alone,4,Apr 1 22:26:46,1
true,bff82403849f47f1,TikTok,true,-3,0,3,SpotOverlay,7,672a56a48f56810ca01f305c,4,4,4,4,4,4,4,3,No,friends,1,Mar 20 23:08:22,5
true,dbc2a036a5ebc12a,,true,-2,0,5,Vibration,8,60c029faa1d9b671a584f3ca,4,4,3,3,4,4,6,6,No,alone,1,Mar 23 01:04:47,5
true,f9eaf6a6196690a2,YouTube,true,-1,220,5,SpotOverlay,3,672ba4b271f34057eb25f408,4,4,4,4,4,4,4,3,Yes,alone,3,Feb 27 07:50:39,5
true,1c978d5449159b70,YouTube,true,0,51,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,3,3,3,3,4,3,4,4,No,alone,0,Mar 14 20:48:47,4
true,f2662f9dcc80d783,Instagram,true,-2,249,2,Vibration,2,67929fedf3f6f88cbbb925ab,4,4,4,4,4,3,3,6,No,alone,1,Mar 21 13:32:11,1
true,154655c18685a337,,true,-2,0,3,SpotOverlay,6,654f89d4924d0d5a050f375d,4,4,4,4,4,2,3,3,No,friends,6,Mar 13 13:43:25,5
true,d1bae55f60e92b62,,false,3,222,4,SpotOverlay,1,655f8d942652c2e7defdb816,5,5,5,5,5,3,4,4,Yes,friends,2,Apr 2 15:39:19,3
true,0620cdef0ecd0e8d,,true,0,18,7,Vibration,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,No,alone,0,Mar 23 13:10:14,7
true,a15ce124f80f1edd,TikTok,true,-3,78,1,SpotOverlay,3,66c5fd9cd88ff2690f682cec,5,5,5,5,5,3,1,1,Yes,alone,5,Mar 12 01:34:47,7
false,154655c18685a337,,true,-3,23,5,Pop-Up,5,654f89d4924d0d5a050f375d,2,2,3,4,4,4,4,5,No,friends,5,Mar 14 19:16:56,5
true,066be985b0418e2e,,false,-3,18,6,Pop-Up,9,66de746bcfef35f46e85ed0f,3,3,3,3,3,3,4,4,No,alone,2,Mar 24 11:40:57,6
true,bff82403849f47f1,TikTok,true,-3,123,3,Vibration,8,672a56a48f56810ca01f305c,4,4,4,4,4,2,4,3,No,friends,3,Mar 19 23:22:54,3
true,3f03ea9f79ece8d2,TikTok,true,2,249,6,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,5,7,Yes,friends,6,Mar 14 23:56:48,4
true,b2cae1de2f5e3d4f,Instagram,true,0,243,5,Pop-Up,6,67768cb5c78ca6942d258211,4,4,4,5,4,4,6,6,No,alone,4,Feb 26 10:17:13,6
true,3723794c47330640,TikTok,true,-3,50,3,SpotOverlay,6,60fce0fcf9abe7218c789734,4,5,5,2,2,2,1,1,No,friends,1,Apr 4 23:36:47,1
true,2a484fda489dc033,TikTok,true,3,26,7,Pop-Up,3,66df49caa6df07d77078a5fd,3,2,2,4,4,5,7,6,Yes,alone,0,Apr 2 15:31:13,7
true,cebc7f9bb01deaa2,TikTok,true,-2,3,2,SpotOverlay,2,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,6,Yes,alone,1,Apr 2 23:07:50,2
true,f2662f9dcc80d783,Instagram,true,-2,211,3,Vibration,2,67929fedf3f6f88cbbb925ab,4,4,4,4,4,4,5,6,No,alone,0,Mar 19 12:47:41,3
true,cdc8c1f09a2ed560,TikTok,true,-3,988,1,Vibration,6,674fd5c48fbde512501db186,5,5,5,5,5,4,1,7,No,alone,0,Mar 16 21:04:32,1
true,ac18dc2eff203d35,Facebook,true,-3,769,7,Vibration,9,5ac60fe2a3ba7a0001b4ae6d,5,5,5,5,5,4,5,5,No,alone,0,Mar 12 01:16:45,7
true,84d578de49e75bcc,Facebook,true,-3,958,5,Pop-Up,5,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,3,4,5,No,alone,0,Mar 22 04:30:40,5
true,154655c18685a337,,true,-3,4,3,SpotOverlay,7,654f89d4924d0d5a050f375d,2,5,4,4,4,2,4,4,Yes,friends,5,Mar 17 19:54:41,3
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,462,7,Pop-Up,3,67646659b6ab85cd552decf1,5,2,4,2,2,5,7,1,No,alone,0,Mar 2 01:29:48,7
true,f2662f9dcc80d783,Instagram,true,-3,41,1,Pop-Up,1,67929fedf3f6f88cbbb925ab,4,4,4,3,4,1,1,1,Yes,alone,0,Mar 18 13:28:12,1
true,1a73c3bebd058a06,YouTube,true,-2,6,5,Vibration,7,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,5,5,No,alone,5,Mar 11 19:32:49,4
true,0973376f433ebd68,Facebook,true,-1,10,6,Pop-Up,6,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,4,6,6,No,friends,3,Apr 2 01:54:43,6
true,12d2ce846dc9e7c9,,true,3,655,2,SpotOverlay,5,5ec45929c1172f33f0a9d331,5,5,5,5,5,1,2,7,Yes,friends,0,Mar 27 17:42:56,1
true,6a599f3a1eb037fe,Facebook,true,-3,18,4,Vibration,1,6600a119385d8631c41cd795,3,3,3,3,3,3,4,4,No,alone,0,Mar 18 16:16:19,3
true,03451b75f149ca36,Instagram,false,1,161,6,Vibration,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,1,Mar 21 20:31:48,2
true,a9ae642fb280dd5d,,true,-3,1144,1,Pop-Up,7,5fc3d41149c0c8728f07b95b,2,2,2,2,2,3,5,1,No,alone,2,Mar 20 23:05:40,6
true,d4bc23e63dbda297,TikTok,true,-3,0,2,SpotOverlay,8,6750bac54816fc7028a10a46,5,3,4,3,3,3,2,2,No,alone,0,Mar 31 00:55:26,1
true,2c01d3880e4f8c4e,Instagram,true,-3,1799,5,Pop-Up,7,660b46f30e0078173c658320,3,4,3,3,3,3,4,4,No,alone,0,Mar 14 09:06:57,4
true,8229d0add522e5bf,Instagram,true,-3,82,6,Vibration,4,6760eb1bd8f2c26a870800b6,3,2,2,2,2,4,7,7,Yes,alone,0,Mar 17 20:48:00,7
true,0fd124e29a448588,,true,-2,140,5,Vibration,4,678b8b6f4d1425ef3b30bd32,4,4,2,4,4,4,5,5,No,friends,7,Mar 26 18:54:54,5
true,cca705307fb0ee4e,Instagram,true,-2,73,5,Vibration,5,55a8c7affdf99b33d8aff983,3,3,3,3,3,3,5,5,Yes,friends,2,Mar 29 20:04:14,5
true,ad17efec2eb80923,TikTok,true,-2,295,6,Pop-Up,6,6659e2efdb732dbd7f707a98,4,4,4,4,4,4,5,6,No,alone,4,Mar 5 05:06:32,4
true,0fd124e29a448588,,true,1,1,4,Vibration,5,678b8b6f4d1425ef3b30bd32,3,4,2,4,2,4,4,6,No,friends,7,Mar 13 14:41:28,4
true,d1bae55f60e92b62,,true,0,756,4,SpotOverlay,5,655f8d942652c2e7defdb816,4,4,4,4,4,3,4,4,Yes,friends,5,Mar 30 10:26:07,4
true,b2cae1de2f5e3d4f,Instagram,true,-1,0,4,Vibration,5,67768cb5c78ca6942d258211,4,4,5,3,4,3,5,4,No,alone,3,Feb 27 08:32:31,5
true,56c23ab894f6c1bc,TikTok,true,-1,571,3,Pop-Up,5,679a0366c8793f4845badfd6,4,4,5,4,4,3,4,5,No,alone,4,Mar 2 14:30:53,3
true,1c978d5449159b70,Instagram,true,0,39,4,Vibration,5,67a3c5e78c483a6d93114bb5,5,5,5,3,2,3,4,4,No,alone,0,Apr 4 20:40:52,4
true,63cff50f3c773ef6,,true,-3,6,4,Pop-Up,7,652ebf9490189b8b57f1ce35,3,4,4,3,5,3,3,4,Yes,alone,0,Feb 24 20:41:52,5
true,b1184b7c3d753479,Facebook,true,0,95,1,Vibration,2,5cc020d5159f790017bee28b,5,5,5,4,4,2,1,1,Yes,alone,9,Apr 6 00:06:01,1
true,f150caba3cf5c49b,Facebook,true,3,0,5,Vibration,3,5d5407dc922257000153657f,3,3,2,2,4,2,3,4,Yes,alone,7,Mar 3 14:20:04,6
true,dccc335ee828b784,,true,2,3,5,Pop-Up,6,6736aaf79268c6121b012a63,4,4,4,4,4,3,5,5,Yes,alone,4,Feb 28 22:51:44,5
true,00d791c49668d482,Facebook,true,-3,11,7,Vibration,1,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,5,7,7,Yes,alone,0,Apr 4 08:50:47,7
true,3219a95a52ce3a57,TikTok,true,1,151,7,Pop-Up,3,5ef39c45c154ff120c5e84b8,4,3,1,5,3,4,7,7,No,alone,2,Mar 10 13:27:45,7
true,5073def25f18b254,Facebook,true,-3,64,5,Pop-Up,4,5fe18e1c8929f0c2a41e43d8,4,4,4,4,4,4,3,6,No,alone,0,Apr 6 10:03:08,3
true,53280d557dbb6f74,Facebook,true,-3,15,2,Vibration,3,66d1a7a177452f9dc664c908,4,4,4,4,5,3,2,1,Yes,alone,1,Feb 24 15:28:33,2
true,dbc2a036a5ebc12a,,true,-1,0,4,SpotOverlay,5,60c029faa1d9b671a584f3ca,4,4,3,3,4,3,4,4,No,alone,1,Mar 23 15:36:11,4
true,674ba0d42e763f83,TikTok,false,1,21,6,SpotOverlay,8,676071994f8552a8e0398a21,1,4,1,2,4,1,4,5,No,alone,9,Mar 3 08:53:10,7
true,ffa23d43264b85ba,Facebook,true,-2,316,6,SpotOverlay,7,5dbefec9f8e3f93a249ed94a,5,5,3,3,3,3,6,2,No,alone,9,Mar 27 14:34:18,7
true,ac18dc2eff203d35,Instagram,true,-3,630,7,Vibration,9,5ac60fe2a3ba7a0001b4ae6d,5,5,5,1,1,4,1,1,Yes,alone,0,Mar 13 01:34:05,7
true,5069d714c34fe3dd,Instagram,true,-2,2,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,5,No,alone,0,Mar 22 14:11:50,3
true,1a73c3bebd058a06,,true,-2,0,4,Vibration,5,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,4,4,No,alone,4,Mar 25 06:59:53,4
true,b54545d1f9bfe052,YouTube,true,-2,1,4,Vibration,7,66774233add67a4a8e71398e,4,4,4,4,4,3,4,6,Yes,alone,1,Mar 28 23:47:43,3
true,a15ce124f80f1edd,Instagram,true,-3,19,7,Pop-Up,8,66c5fd9cd88ff2690f682cec,1,1,1,1,1,3,7,7,Yes,alone,4,Mar 11 00:27:23,7
true,10dadd85094f52d8,Instagram,true,-1,4,4,Pop-Up,6,665a081994dc662744486887,4,4,3,4,4,4,4,6,No,alone,4,Apr 4 23:13:06,5
true,c464e710279b3a03,Instagram,true,-1,33,4,Vibration,5,6658b97a550b0dbb23385b16,4,4,4,4,4,3,4,4,No,friends,4,Mar 7 06:53:33,4
true,dde9b27fbb1b34f5,,true,-3,24,6,Pop-Up,3,67007d655b10fbe2d93c3508,4,3,4,4,4,4,5,7,Yes,alone,4,Apr 6 23:50:43,6
true,5069d714c34fe3dd,Instagram,true,-3,77,2,Vibration,7,56d7623f04c67d000c7b9de6,4,4,4,4,4,3,2,2,No,alone,0,Mar 25 21:25:58,2
true,0620cdef0ecd0e8d,,true,0,11,7,Vibration,1,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,0,Mar 25 22:11:24,7
true,1c978d5449159b70,YouTube,true,0,0,4,Pop-Up,5,67a3c5e78c483a6d93114bb5,5,5,5,3,3,3,4,4,No,alone,1,Mar 26 22:11:33,4
true,16052d7180895a7f,Instagram,true,-3,8,5,Vibration,6,67768d5e8b0341abb0f7ef1f,4,4,2,4,4,3,5,7,No,friends,6,Feb 24 09:45:41,3
true,79e64c4b74ebbe7f,Facebook,true,-1,6,5,Pop-Up,6,5e27fa29d91131a0838c9571,4,4,4,4,4,3,5,5,No,friends,3,Mar 13 05:33:44,5
true,591f9da448f15579,Facebook,true,-2,57,5,SpotOverlay,6,627e79a6e1f2b10601861ca6,4,4,4,3,4,3,6,6,Yes,alone,4,Feb 24 22:04:31,5
true,b9c8794d43b37c7c,Instagram,true,-3,11,3,Vibration,7,5bcda2ee6fd72000014996e4,4,3,4,4,4,3,4,7,Yes,alone,0,Mar 21 22:43:19,2
true,d4bc23e63dbda297,TikTok,true,-3,21,2,Vibration,8,6750bac54816fc7028a10a46,5,5,4,3,5,3,2,2,No,alone,0,Apr 2 01:04:39,2
true,38ecabba4e13f933,,false,-1,44,3,Vibration,6,62df0a2b7302265dcb0b7c58,4,4,5,5,4,3,3,3,No,alone,2,Mar 5 11:36:11,5
true,ac2d2d9a8eeb5c7b,TikTok,false,3,707,7,Pop-Up,9,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,No,friends,10,Mar 6 19:27:05,7
true,f4ff9d496a136e10,TikTok,true,-3,7,2,Pop-Up,1,5edeea354d54cb1a825aa8f9,4,4,4,4,4,2,2,1,Yes,friends,5,Feb 26 20:40:58,3
true,c97dd3a8e09974b1,,true,-2,122,2,SpotOverlay,6,62da5ffdd666bd90db19b4e9,5,5,4,4,4,3,2,7,Yes,friends,1,Mar 1 09:09:29,2
true,3f03ea9f79ece8d2,TikTok,true,1,90,4,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,4,4,Yes,friends,5,Mar 11 00:48:22,4
true,dccc335ee828b784,Facebook,true,1,10,5,Pop-Up,7,6736aaf79268c6121b012a63,4,4,4,4,4,3,4,4,No,alone,1,Feb 25 23:35:25,5
true,3219a95a52ce3a57,TikTok,true,2,143,7,Pop-Up,6,5ef39c45c154ff120c5e84b8,4,4,4,4,4,4,7,7,Yes,alone,2,Mar 13 18:43:24,7
true,154655c18685a337,,true,-1,1,5,Vibration,7,654f89d4924d0d5a050f375d,3,4,4,4,5,2,2,3,Yes,alone,6,Mar 13 14:34:54,3
true,4da3f1f4b8abfd40,Facebook,true,-2,5,4,SpotOverlay,4,5ff61f4fe313fd16fbeb5af6,5,5,5,5,4,4,6,6,No,alone,1,Mar 19 08:40:58,1
true,b1184b7c3d753479,Facebook,true,-3,126,6,Vibration,4,5cc020d5159f790017bee28b,3,3,4,2,3,4,5,4,Yes,alone,6,Mar 29 19:43:54,6
true,0620cdef0ecd0e8d,,true,0,29,7,Pop-Up,1,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,5,Mar 28 17:47:29,7
true,fa0f6cefd27f5c39,Instagram,true,-3,7,1,Pop-Up,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,1,No,alone,1,Feb 27 03:22:45,1
true,f4ff9d496a136e10,TikTok,true,-1,11,4,Pop-Up,6,5edeea354d54cb1a825aa8f9,4,4,4,4,4,3,4,4,No,alone,4,Feb 22 04:50:10,4
true,047812db3945bdca,Instagram,true,-3,21,6,Vibration,6,661fde173a4e7fbc73fd8367,4,4,4,2,4,4,6,6,No,alone,1,Feb 26 07:18:08,6
true,f9eaf6a6196690a2,,true,1,0,1,Pop-Up,1,672ba4b271f34057eb25f408,1,4,1,2,4,5,7,5,No,alone,1,Feb 25 09:36:13,7
true,cdc8c1f09a2ed560,TikTok,true,-1,49,3,SpotOverlay,6,674fd5c48fbde512501db186,3,3,3,3,3,3,3,4,No,alone,2,Mar 20 16:06:23,3
true,e2e491f49b6f9798,,true,-3,3,6,Vibration,2,5ad3bfc75b53cb0001f35839,5,5,5,5,4,5,6,7,No,friends,1,Apr 5 14:18:17,5
true,1c978d5449159b70,,true,0,3,4,Vibration,5,67a3c5e78c483a6d93114bb5,5,5,5,3,3,4,4,4,No,alone,3,Mar 21 07:12:02,4
true,c97dd3a8e09974b1,YouTube,true,-2,1,2,SpotOverlay,9,62da5ffdd666bd90db19b4e9,4,4,4,4,4,4,2,7,Yes,friends,2,Feb 27 06:30:02,1
true,afd5b35c5b27f878,YouTube,true,-2,50,4,Vibration,8,5dea9fb3cb53ca1cda9f6116,5,5,5,5,5,2,3,4,Yes,alone,1,Apr 4 19:49:21,2
true,f4ff9d496a136e10,TikTok,true,-3,56,4,Vibration,1,5edeea354d54cb1a825aa8f9,5,5,5,5,5,3,4,6,Yes,friends,2,Feb 25 22:09:53,3
true,4c7d4983df0824f3,Facebook,true,-2,55,7,Vibration,5,67b01f249acb8dfd481591e2,5,4,3,3,4,5,7,7,No,alone,2,Apr 3 21:35:02,7
true,5069d714c34fe3dd,,true,-2,0,4,Pop-Up,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,6,Yes,friends,0,Mar 22 11:00:02,4
true,df439157e98b4b63,TikTok,true,-3,745,7,Pop-Up,4,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,1,Apr 2 23:25:30,7
true,c30aa2d2b362ed26,Instagram,true,-3,162,6,Pop-Up,5,60e2f29d1b210b7492202572,4,4,3,3,4,4,6,4,No,friends,1,Feb 24 00:09:58,7
true,0620cdef0ecd0e8d,,true,0,0,7,Pop-Up,1,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,No,friends,0,Mar 16 22:58:41,7
true,ffa23d43264b85ba,TikTok,false,3,36,7,SpotOverlay,8,5dbefec9f8e3f93a249ed94a,2,2,1,2,2,2,7,2,No,alone,10,Mar 23 04:22:39,7
true,00d791c49668d482,Facebook,false,-3,33,4,Pop-Up,8,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,3,4,3,Yes,alone,4,Apr 2 15:06:02,4
true,0a0ee3d496d2cb0a,TikTok,true,-2,83,2,SpotOverlay,7,6283e5cee0833a2307ddeb0f,5,5,4,5,5,4,2,3,No,alone,2,Feb 25 00:54:37,2
true,15143f7f9a1d78d6,Facebook,true,-2,13,6,Vibration,7,62d6d87d91cf24a3c1c0f10c,4,3,2,4,2,3,5,6,Yes,alone,5,Mar 2 23:30:01,6
true,c08fa953dd4a2fe6,Facebook,true,-1,53,3,SpotOverlay,5,67617e1e4f544c35e920d809,5,4,4,4,4,3,4,4,No,friends,4,Mar 20 05:51:48,3
true,34f5283446a28409,,true,-3,44,6,SpotOverlay,6,6746a9ccaebffc616adf8386,5,5,5,2,2,5,6,6,No,friends,2,Mar 22 22:35:25,5
true,2958d2d993c52423,TikTok,true,-2,40,5,Vibration,4,5869950b8596530001079aba,2,2,2,2,2,2,4,3,No,alone,1,Mar 4 05:04:42,6
true,2c01d3880e4f8c4e,Instagram,true,-3,15,5,Vibration,4,660b46f30e0078173c658320,4,4,4,3,4,3,3,3,No,alone,0,Mar 16 04:17:13,5
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,32,7,Vibration,4,67646659b6ab85cd552decf1,5,5,5,5,5,3,1,1,No,friends,0,Mar 5 06:25:55,7
true,3723794c47330640,TikTok,true,0,289,1,SpotOverlay,5,60fce0fcf9abe7218c789734,5,5,5,2,2,3,2,3,Yes,friends,4,Apr 6 17:05:56,1
true,00d791c49668d482,Facebook,true,-3,765,6,Pop-Up,1,6772c5ec9aa61cab9a3cd8c6,3,3,3,3,3,5,6,6,Yes,friends,0,Mar 31 19:33:21,6
true,df439157e98b4b63,TikTok,true,-3,159,7,Vibration,1,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,0,Apr 4 19:52:39,7
true,ac18dc2eff203d35,Instagram,true,-3,130,3,SpotOverlay,8,5ac60fe2a3ba7a0001b4ae6d,3,4,4,2,4,4,5,5,No,alone,0,Mar 12 22:57:46,3
true,ea4a3cb381a8a56b,TikTok,true,-3,7,4,Vibration,6,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,2,4,No,friends,2,Mar 20 05:09:31,1
true,674ba0d42e763f83,TikTok,true,-3,4,4,Pop-Up,9,676071994f8552a8e0398a21,3,3,2,4,4,1,3,3,No,alone,7,Mar 3 18:38:54,3
true,03451b75f149ca36,TikTok,true,-1,101,5,Pop-Up,6,6763ad169c28727881cabe7f,4,4,4,4,3,4,6,5,No,alone,0,Mar 19 13:28:16,6
true,78222f704dd138b3,YouTube,true,-3,39,6,SpotOverlay,3,673e1365dd4456c908190114,3,3,4,4,5,5,3,5,No,friends,0,Mar 4 19:12:53,3
true,154655c18685a337,,true,-1,133,3,SpotOverlay,5,654f89d4924d0d5a050f375d,4,4,4,4,4,2,3,3,No,friends,5,Mar 15 09:26:37,3
true,ec4eb3b8988e5dfd,,true,2,3,3,SpotOverlay,2,62fd14d7b1e0729dc8aadb79,4,4,3,3,4,3,5,3,Yes,alone,2,Feb 24 18:45:54,4
true,c2f417e8f8162990,Instagram,true,-3,107,7,SpotOverlay,9,5ef78f819d93424af2af742b,5,4,4,4,5,5,5,7,No,alone,0,Mar 12 01:30:47,5
